,EmployeeID,Name,Age,Gender,Department,JobTitle,City,Education,YearsOfExperience,Salary,Bonus,PerformanceScore,PerformanceRating,JoiningDate,Email,Phone
2652,EMP14030,Neha Malik,60.0,Male,Operations,Legal Counsel,San Antonio,B.Sc,9.0,558621,388786.0,3.1,Good,2021-02-12,neha.malik2028@yahoo.com,0496524610
2653,EMP11127,Isabella Robinson,36.0,Male,Hr,Marketing Specialist,San Antonio,LLB,24.0,940592,400081.0,6.6,Good,2009-07-04,isabella.robinson1612@hotmail.com,6220064205
2654,EMP11793,Rajesh Mukherjee,28.0,Male,Marketing,Ux Designer,Shanghai,B.E,26.0,917366,269926.0,6.7,Good,2012-03-03,rajesh.mukherjee8000@gmail.com,7535619387
2655,EMP11922,Luis Ali,52.0,Female,Hr,Procurement Manager,Liverpool,PHD,6.0,550258,348403.0,3.8,Good,2012-09-07,luis.ali3134@outlook.com,8884081112
2656,EMP11782,Carlos Li,40.0,Female,Human Resources,Procurement Manager,Kolkata,bba,11.0,152101,109326.0,5.8,Poor,2012-02-16,carlos.li3367@hotmail.com,7288039592
2657,EMP13599,Lucas Garcia,24.0,Other,Marketing,Software Engineer,Jeddah,M.Sc,6.0,656861,107943.0,1.6,Poor,2019-05-25,lucas.garcia8131@hotmail.com,0128433512
2658,EMP10776,John Brown,22.0,Female,Sales,Business Analyst,Leeds,llb,17.0,188719,403527.0,1.5,Good,2008-02-07,john.brown4793@company.org,6993887479
2659,EMP12328,Luis Wang,31.0,Male,Hr,Financial Analyst,Tokyo,M.Sc,14.0,51838,376082.0,4.7,Poor,2014-04-23,luis.wang4100@outlook.com,3597342304
2660,EMP13350,Ting Jackson,37.0,Other,Engineering,Business Analyst,Toronto,M.Sc,29.0,186541,376583.0,5.1,Average,2018-05-26,ting.jackson8661@gmail.com,4986393041
2661,EMP13366,Mariam Wu,56.0,Female,Customer Support,Team Lead,Nottingham,B.Com,27.0,41957,483809.0,6.1,Average,2018-06-18,mariam.wu142@outlook.com,1112156840
2662,EMP13052,Liam Anderson,58.0,Female,Logistics,Ux Designer,Houston,mba,23.0,870215,121140.0,9.3,Poor,2017-03-16,liam.anderson8406@yahoo.com,9458629845
2663,EMP12973,Liu Das,21.0,Female,Logistics,Database Admin,London,MBA (Finance),4.0,254557,12000.0,9.6,Poor,2016-11-21,liu.das8549@outlook.com,6920428837
2664,EMP10275,Lakshmi Pillai,52.0,Female,Admin,Scrum Master,Mumbai,MBA (Finance),7.0,254226,140211.0,4.2,Good,2006-02-05,lakshmi.pillai2496@hotmail.com,4024922812
2665,EMP13877,Layla Young,60.0,Male,Hr,Business Analyst,Manama,MBA (Finance),33.0,671464,128536.0,5.5,Good,2020-07-04,layla.young1604@outlook.com,7032255253
2666,EMP13958,Dina Flores,23.0,Female,Admin,Qa Engineer,Delhi,BBA,27.0,42576,96550.0,9.8,Poor,2020-10-30,dina.flores742@yahoo.com,2106259203
2667,EMP14780,Dina Menon,30.0,Male,It,Data Scientist,Abu Dhabi,M.Tech,37.0,63647,26427.0,7.8,Good,2024-02-13,dina.menon9444@company.org,9860982919
2668,EMP10313,Meena Huang,36.0,Female,Sales,Intern,Manila,b.com,8.0,473416,330005.0,4.6,Good,2006-04-01,meena.huang276@company.org,5257649111
2669,EMP10482,Emma Gupta,50.0,Male,Customer Support,Product Manager,Jeddah,PhD,32.0,214073,309132.0,8.4,Poor,2006-12-04,emma.gupta3625@yahoo.com,3309637827
2670,EMP12916,Lucas Siddiqui,150.0,Male,Legal,Qa Engineer,Tokyo,PhD,21.0,518018,474380.0,7.1,Good,2016-08-30,lucas.siddiqui333@outlook.com,9096010804
2671,EMP14154,Wang Reddy,40.0,Female,Admin,Data Analyst,Manchester,B.Tech.,16.0,335790,496922.0,1.1,Good,2021-08-12,wang.reddy4387@outlook.com,8488997483
2672,EMP13482,Layla Patel,21.0,Male,It,Procurement Manager,Sheffield,Ph.D,0.0,75714,317709.0,3.9,Excellent,2018-12-05,layla.patel9792@hotmail.com,6072367993
2673,EMP14768,Amir Ibrahim,31.0,Female,Operations,Senior Developer,Singapore,PHD,0.0,907037,428571.0,8.8,Good,2024-01-27,amir.ibrahim5636@gmail.com,3459701425
2674,EMP11734,David Jones,51.0,Male,Marketing,Team Lead,Toronto,mba (finance),24.0,265245,485346.0,6.6,Poor,2011-12-08,david.jones4311@yahoo.com,0951627400
2675,EMP11518,Jessica Rao,59.0,Female,Customer Support,Logistics Coordinator,Seoul,MCA,6.0,338782,222620.0,4.0,Good,2011-01-26,jessica.rao1289@hotmail.com,5326153201
2676,EMP13902,Ravi Kumar,33.0,Other,It,Devops Engineer,Philadelphia,PhD,33.0,242224,436673.0,2.9,Average,2020-08-09,ravi.kumar3016@outlook.com,4012490284
2677,EMP11169,Liam Garcia,59.0,Other,Logistics,Operations Manager,Kolkata,PhD,32.0,211740,422570.0,3.0,Bad,2009-09-03,liam.garcia3442@outlook.com,3517069807
2678,EMP14100,Sophia Young,38.0,Other,R&D,Marketing Specialist,Abu Dhabi,MBA,31.0,426547,479853.0,4.7,Good,2021-05-26,sophia.young1560@outlook.com,8558111182
2679,EMP10139,Mohammed Das,26.0,Male,Logistics,Sales Executive,Manchester,llb,12.0,563566,475716.0,6.9,Good,2005-07-21,mohammed.das8491@yahoo.com,6641928332
2680,EMP11591,Kavya Akhtar,38.0,Male,Logistics,Data Analyst,Bristol,M.Tech,7.0,407522,22638.0,3.6,Good,2011-05-13,kavya.akhtar5379@company.org,6653669405
2681,EMP13526,Pooja Harris,36.0,Male,Legal,Data Scientist,London,Diploma,7.0,525343,213436.0,4.8,Good,2019-02-07,pooja.harris7017@hotmail.com,6388111198
2682,EMP13294,Anjali Mehta,53.0,Other,Customer Support,Marketing Specialist,Jakarta,B.Sc,23.0,271097,162222.0,8.3,Good,2018-03-05,anjali.mehta383@gmail.com,9724664791
2683,EMP14367,Omar Ansari,57.0,Male,Operations,Data Scientist,Toronto,M.Com,35.0,827772,312051.0,4.6,Bad,2022-06-20,omar.ansari4933@company.org,2316369932
2684,EMP13924,Nadia Rodriguez,31.0,Female,Sales,Intern,San Antonio,MBA,34.0,985235,27005.0,5.3,Good,2020-09-10,nadia.rodriguez5189@yahoo.com,5078484643
2685,EMP14863,Liam Akhtar,23.0,Female,Engineering,Database Admin,Riyadh,post graduate,0.0,261187,427353.0,5.0,Good,2024-06-13,liam.akhtar5212@company.org,7002153629
2686,EMP10922,Ting Rizvi,25.0,Male,Marketing,Product Manager,Edinburgh,M.Tech,33.0,550601,195095.0,2.5,Poor,2008-09-07,ting.rizvi37@company.org,9706176064
2687,EMP11268,Sarah Banerjee,53.0,Female,Sales,Marketing Specialist,Nottingham,Ph.D,19.0,109517,155219.0,1.2,Poor,2010-01-26,sarah.banerjee818@yahoo.com,8419996365
2688,EMP10009,Layla Menon,22.0,Male,Admin,Team Lead,Sharjah,M.Tech,4.0,129911,461520.0,2.2,Average,2005-01-12,layla.menon9412@gmail.com,5992601297
2689,EMP10086,Luis Sharma,26.0,Female,Human Resources,Cloud Architect,San Diego,mba,29.0,532256,255561.0,2.9,Good,2005-05-05,luis.sharma3990@hotmail.com,4697149147
2690,EMP13270,Hassan Martin,60.0,Other,Logistics,Procurement Manager,Austin,B.Arch,8.0,156010,233944.0,8.1,Bad,2018-01-29,hassan.martin6610@hotmail.com,7518722227
2691,EMP11893,Meena Khan,28.0,Female,Sales,Team Lead,Liverpool,DIPLOMA,26.0,40496,365317.0,6.7,Poor,2012-07-27,meena.khan6759@company.org,3598657775
2692,EMP12982,Kavya Bose,54.0,Female,Legal,Legal Counsel,Bangkok,BTech,36.0,684000,244471.0,4.9,Poor,2016-12-04,kavya.bose9181@outlook.com,4559931589
2693,EMP14148,Fatima Shah,48.0,Other,Sales,Project Manager,Montreal,B.Arch,11.0,78546,157146.0,2.9,Good,2021-08-04,fatima.shah2067@yahoo.com,9436982386
2694,EMP13282,Chen Rodriguez,57.0,Male,Human Resources,Data Scientist,Dammam,post graduate,22.0,90953,288861.0,3.4,Average,2018-02-15,chen.rodriguez1983@hotmail.com,4768079847
2695,EMP12217,Yusuf Shah,57.0,Female,Admin,Hr Manager,Brisbane,DIPLOMA,10.0,430724,473647.0,9.6,Poor,2013-11-12,yusuf.shah8815@outlook.com,7854395640
2696,EMP13797,Carlos Martinez,58.0,Male,Admin,Operations Manager,San Diego,b.com,8.0,292975,367657.0,1.0,Good,2020-03-09,carlos.martinez3907@outlook.com,3793969979
2697,EMP10351,Nadia Ali,31.0,Female,Quality,Cloud Architect,Chennai,BE,18.0,607835,476978.0,2.6,Good,2006-05-27,nadia.ali1085@company.org,8463429894
2698,EMP10065,Zara Gupta,50.0,Female,Quality,Operations Manager,Houston,DIPLOMA,19.0,510441,440284.0,2.9,Excellent,2005-04-04,zara.gupta68@hotmail.com,5984165554
2699,EMP14112,Ava Akhtar,40.0,Male,It,Devops Engineer,Ahmedabad,mba (finance),5.0,935186,140790.0,9.6,Poor,2021-06-12,ava.akhtar9844@yahoo.com,3934349177
2700,EMP10464,Pedro Sheikh,58.0,Male,Logistics,Devops Engineer,Bristol,PhD,26.0,150330,467621.0,2.1,excellent,2006-11-08,pedro.sheikh2561@gmail.com,0245508355
2701,EMP10325,Priya Pillai,57.0,Male,Operations,Database Admin,Brisbane,PhD,11.0,341607,15262.0,5.3,Good,2006-04-19,priya.pillai1508@gmail.com,7109274090
2702,EMP11925,Liu Wu,41.0,Female,Quality,Database Admin,Los Angeles,M.Tech,15.0,45351,253058.0,6.1,Good,2012-09-12,liu.wu7169@hotmail.com,7491885273
2703,EMP11889,Chen Wilson,32.0,Male,Marketing,Sales Executive,Chennai,Diploma,1.0,608396,136247.0,6.4,Poor,2012-07-21,chen.wilson3975@company.org,2157572737
2704,EMP12750,Ravi Jackson,37.0,Female,Sales,Intern,Bristol,MBA,16.0,747902,22911.0,1.1,Bad,2015-12-31,ravi.jackson694@hotmail.com,0332829948
2705,EMP14140,Hassan Huang,48.0,Male,R&D,Product Manager,Sydney,B.Arch,24.0,657987,154373.0,5.3,excellent,2021-07-23,hassan.huang9569@gmail.com,6989303082
2706,EMP13202,Mariam Verma,61.0,Male,Customer Support,Logistics Coordinator,Hong Kong,post graduate,0.0,511744,203557.0,1.6,excellent,2017-10-21,mariam.verma4415@outlook.com,6009365639
2707,EMP13354,Liam Mirza,46.0,Female,R&D,Logistics Coordinator,Manama,post graduate,10.0,961493,218406.0,6.9,Average,2018-06-01,liam.mirza3026@hotmail.com,3229675670
2708,EMP12048,Carlos Chatterjee,49.0,Male,Finance,Qa Engineer,Liverpool,BE,28.0,313084,99287.0,5.4,Average,2013-03-10,carlos.chatterjee5806@company.org,9206058701
2709,EMP10541,Zhang White,22.0,Female,Engineering,Vp,Jaipur,PhD,34.0,663477,209450.0,5.8,Good,2007-02-28,zhang.white6563@company.org,8268851028
2710,EMP10299,Valentina Williams,31.0,Male,Procurement,Ux Designer,Nottingham,MBA (HR),24.0,741458,34007.0,3.2,Good,2006-03-12,valentina.williams4757@gmail.com,5756846433
2711,EMP14236,Sara Zhao,47.0,Female,Admin,Team Lead,San Diego,PhD,4.0,733533,352818.0,6.8,Good,2021-12-10,sara.zhao4611@company.org,6435931871
2712,EMP11495,Faisal Jones,31.0,Female,Quality,Senior Developer,Los Angeles,B.E,13.0,731149,322822.0,5.3,Poor,2010-12-23,faisal.jones2812@hotmail.com,0017705400
2713,EMP11983,Suresh Chen,53.0,Female,Marketing,Marketing Specialist,Sharjah,MBBS,16.0,380708,332909.0,6.5,Poor,2012-12-05,suresh.chen2569@hotmail.com,6717541463
2714,EMP10083,Rania Das,24.0,Male,Marketing,Devops Engineer,Sheffield,Diploma,22.0,913435,148291.0,9.0,Bad,2005-04-30,rania.das6130@yahoo.com,6543457441
2715,EMP13911,Faisal Hashmi,25.0,Female,Admin,Data Analyst,Leeds,post graduate,32.0,332145,285986.0,10.0,Average,2020-08-22,faisal.hashmi3209@company.org,6306273532
2716,EMP13490,Robert Sharma,56.0,Male,Customer Support,Hr Manager,Jakarta,post graduate,3.0,189054,377065.0,3.3,Good,2018-12-16,robert.sharma4628@hotmail.com,6110741840
2717,EMP12548,Robert Sheikh,22.0,Female,Human Resources,Data Scientist,Montreal,MBBS,3.0,141771,10430.0,9.0,Good,2015-03-11,robert.sheikh4700@gmail.com,1797977100
2718,EMP10786,Ethan Brown,41.24868893182445,Male,Logistics,Director,Philadelphia,PhD,2.0,850165,127186.0,9.1,Average,2008-02-21,ethan.brown3248@outlook.com,0470594203
2719,EMP10889,Fang Jones,44.0,Male,Engineering,Director,Kuala Lumpur,B.Arch,37.0,289635,302089.0,7.3,Good,2008-07-21,fang.jones9465@yahoo.com,8896097192
2720,EMP11084,Mohammed Jones,32.0,Female,Operations,Qa Engineer,Jakarta,BBA,27.0,499551,170510.0,2.6,Poor,2009-05-02,mohammed.jones1575@yahoo.com,2121739096
2721,EMP12640,Lucas Joshi,44.0,Male,Logistics,Cloud Architect,New York,B.Tech.,15.0,603843,311319.0,8.8,Average,2015-07-23,lucas.joshi6020@company.org,1615331222
2722,EMP14632,Sneha Siddiqui,42.0,Male,Logistics,Vp,Tokyo,Post Graduate,28.0,388107,285579.0,5.0,Bad,2023-07-12,sneha.siddiqui4360@outlook.com,5486053230
2723,EMP11558,Nour Verma,36.0,Female,R&D,Hr Manager,Montreal,mba (finance),26.0,166968,227432.0,6.7,Good,2011-03-25,nour.verma1144@company.org,8875884154
2724,EMP10901,Sofia Davis,50.0,Male,Logistics,Legal Counsel,London,B.E,34.0,346598,368044.0,7.4,Good,2008-08-07,sofia.davis1804@yahoo.com,3962946845
2725,EMP14389,Ting Garcia,44.0,Male,Logistics,Operations Manager,Dallas,Post Graduate,21.0,642738,61666.0,6.2,Average,2022-07-22,ting.garcia757@hotmail.com,6667558978
2726,EMP12127,Mohammed Jackson,21.0,Female,Operations,Security Analyst,Jaipur,post graduate,35.0,198020,122217.0,8.9,Good,2013-07-04,mohammed.jackson4488@company.org,3616439606
2727,EMP13543,Ava Alvi,38.0,Male,Finance,Team Lead,Seoul,mba,18.0,778103,48921.0,7.2,Good,2019-03-04,ava.alvi14@gmail.com,4298672416
2728,EMP10189,Mia Reddy,23.0,Female,Logistics,Database Admin,Perth,M.Tech,37.0,142000,56209.0,2.4,Average,2005-10-02,mia.reddy677@yahoo.com,3759853241
2729,EMP11916,Chen Mukherjee,27.0,Other,R&D,Database Admin,Manama,B.Tech.,27.0,725399,455240.0,4.5,Good,2012-08-29,chen.mukherjee7626@gmail.com,1758670621
2730,EMP13588,Oliver Wu,24.0,Male,R&D,Operations Manager,Beijing,llb,18.418565869927736,328434,326624.0,3.5,Bad,2019-05-08,oliver.wu730@yahoo.com,3788633514
2731,EMP13118,Karim Wu,26.0,Male,Admin,Project Manager,Pune,post graduate,18.0,890955,317736.0,1.1,Good,2017-06-21,karim.wu5904@hotmail.com,7177433151
2732,EMP11843,Jessica Williams,29.0,Female,Customer Support,Project Manager,Jakarta,B.Tech.,5.0,237938,395092.0,3.0,Bad,2012-05-15,jessica.williams2430@hotmail.com,2977001181
2733,EMP12326,Isabella Malik,54.0,Male,Legal,Ux Designer,Dallas,mba,18.0,102696,489344.0,8.1,Excellent,2014-04-21,isabella.malik8960@gmail.com,7662877627
2734,EMP12421,Chen Martin,28.0,Female,Operations,Procurement Manager,Riyadh,BBA,33.0,271641,253753.0,3.5,Bad,2014-09-06,chen.martin7648@outlook.com,6091723060
2735,EMP14473,Ashley Chen,21.0,Female,Marketing,Logistics Coordinator,Dammam,M.Sc,10.0,863284,264945.0,4.4,Poor,2022-11-22,ashley.chen231@yahoo.com,8835840375
2736,EMP10085,Ana Malik,49.0,Female,R&D,Financial Analyst,Houston,B.Tech,17.0,43806,339010.0,8.2,Bad,2005-05-03,ana.malik2479@yahoo.com,9962312145
2737,EMP12446,Sara Menon,41.0,Female,Engineering,Network Engineer,Edinburgh,M.Tech,28.0,347677,109432.0,3.2,Average,2014-10-13,sara.menon2999@company.org,5309976095
2738,EMP10062,Kavya Flores,61.0,Other,Hr,Logistics Coordinator,Birmingham,MBBS,21.0,482595,144006.0,7.0,Good,2005-03-31,kavya.flores6767@gmail.com,1796314839
2739,EMP14361,Dina Martinez,37.0,Female,Sales,Hr Manager,Kuala Lumpur,BTech,4.0,674385,200387.0,2.4,Poor,2022-06-11,dina.martinez8998@outlook.com,1244563215
2740,EMP12849,Ravi Thompson,43.0,Male,Logistics,Security Analyst,Pune,Diploma,9.0,54076,201376.0,9.9,excellent,2016-05-24,ravi.thompson4578@gmail.com,7061658515
2741,EMP12469,Luis Ibrahim,47.0,Female,Admin,Financial Analyst,Sharjah,MCA,5.0,641672,276964.0,6.1,Average,2014-11-15,luis.ibrahim150@outlook.com,8508775420
2742,EMP12077,Priya Liu,44.0,Female,Quality,Project Manager,Nottingham,MBA (HR),30.0,467789,436774.0,7.6,Average,2013-04-22,priya.liu5374@hotmail.com,0935949770
2743,EMP14416,Ashley Torres,41.0,Male,Operations,Devops Engineer,Kolkata,BCA,3.0,204951,338603.0,7.0,Average,2022-08-30,ashley.torres7436@yahoo.com,3236602783
2744,EMP12145,Wang Ansari,34.0,Other,Finance,Ux Designer,Glasgow,BTECH,32.0,479438,255111.0,3.1,Average,2013-07-30,wang.ansari7142@yahoo.com,4793553996
2745,EMP14286,Amir Wang,59.0,Female,Human Resources,Qa Engineer,Kuala Lumpur,BE,32.0,452019,238344.0,8.7,Poor,2022-02-21,amir.wang151@company.org,2314465829
2746,EMP13538,Vikram Rao,47.0,Male,Operations,Director,Manchester,BBA,10.0,22336,412253.0,2.3,Poor,2019-02-24,vikram.rao1708@hotmail.com,1979086341
2747,EMP11704,Tariq Anderson,60.0,Female,Finance,Legal Counsel,Phoenix,B.Tech,16.0,385762,430701.0,5.9,Good,2011-10-25,tariq.anderson9021@company.org,8356823455
2748,EMP13535,Robert Davis,52.0,Female,Legal,Network Engineer,Leeds,MCA,10.0,568869,70723.0,8.5,Poor,2019-02-20,robert.davis6252@yahoo.com,4306274210
2749,EMP11317,Tariq Baig,21.0,Other,Operations,Security Analyst,Pune,Post Graduate,26.0,939060,104220.0,5.4,Bad,2010-04-07,tariq.baig3044@gmail.com,5657782885
2750,EMP13707,Valentina Davis,59.0,Female,R&D,Project Manager,Liverpool,PhD,32.0,932215,362790.0,9.4,Excellent,2019-10-29,valentina.davis6047@company.org,8121221196
2751,EMP14449,Amir Chatterjee,26.0,Female,Legal,Project Manager,Birmingham,Diploma,29.0,854734,53065.0,5.1,Excellent,2022-10-17,amir.chatterjee3176@hotmail.com,5870218884
2752,EMP14799,Ting Williams,46.0,Male,R&D,Project Manager,Los Angeles,MBBS,2.0,376603,467683.0,3.6,Good,2024-03-12,ting.williams9683@gmail.com,1181235465
2753,EMP12625,Priya Mirza,42.0,Female,Finance,Software Engineer,Ottawa,B.Tech.,27.0,166351,45123.0,2.3,Poor,2015-07-01,priya.mirza1187@yahoo.com,7242101905
2754,EMP10271,Dina Liu,60.0,Other,Customer Support,Data Scientist,Edinburgh,PhD,18.0,774584,172752.0,8.7,Bad,2006-01-30,dina.liu1485@hotmail.com,1123066621
2755,EMP14479,Aarav Martin,48.0,Other,Engineering,Qa Engineer,Adelaide,B.Tech.,30.0,492757,340749.0,7.7,Good,2022-11-30,aarav.martin7442@outlook.com,9132702393
2756,EMP11357,Layla Das,34.0,Male,Logistics,Database Admin,Chicago,MBA,1.0,534574,125189.0,2.6,Poor,2010-06-05,layla.das9525@yahoo.com,8398860229
2757,EMP14561,Aarav Hashmi,51.0,Female,R&D,Team Lead,Dammam,diploma,5.0,279540,192186.0,2.3,Good,2023-03-30,aarav.hashmi9311@gmail.com,3115467372
2758,EMP11393,Carlos Zhao,26.0,Male,Sales,Security Analyst,Chennai,BE,28.0,425223,411326.0,2.5,Poor,2010-07-27,carlos.zhao8033@yahoo.com,2776563305
2759,EMP12619,Robert Kumar,26.0,Male,Admin,Logistics Coordinator,London,M.Com,9.0,657341,281072.0,7.3,Average,2015-06-23,robert.kumar3928@gmail.com,7393907023
2760,EMP10322,Hana Sharma,36.0,Other,Hr,Director,Kolkata,B.E,27.0,431574,67098.0,999.0,Average,2006-04-15,hana.sharma4368@company.org,5161512752
2761,EMP10705,Ethan Robinson,30.0,Male,Human Resources,Ux Designer,Liverpool,post graduate,16.0,72917,38938.0,9.1,Good,2007-10-26,ethan.robinson2014@gmail.com,8770163074
2762,EMP12999,Nadia Reddy,25.0,Other,Logistics,Devops Engineer,Doha,bba,18.0,364663,282275.0,3.8,Poor,2016-12-29,nadia.reddy993@yahoo.com,6345072723
2763,EMP11617,Nour Ansari,30.0,Male,It,Intern,Surat,M.Com,21.0,977533,72578.0,8.0,Good,2011-06-20,nour.ansari9099@hotmail.com,0201817046
2764,EMP10473,Tariq Ramirez,42.0,Female,Quality,Qa Engineer,Austin,M.Tech,5.0,432304,98392.0,8.4,Good,2006-11-21,tariq.ramirez689@gmail.com,2686295698
2765,EMP14189,Ravi Li,31.0,Male,Hr,Procurement Manager,Sheffield,Diploma,32.0,801081,121250.0,8.4,Average,2021-10-03,ravi.li6057@company.org,5100975273
2766,EMP12177,Tariq Nair,45.0,Female,Customer Support,Software Engineer,Liverpool,B.Tech.,19.0,405544,280466.0,2.8,Good,2013-09-15,tariq.nair2040@outlook.com,1393822351
2767,EMP14181,Priya Iyer,51.0,Other,Engineering,Database Admin,Birmingham,DIPLOMA,34.0,440552,312837.0,1.1,Poor,2021-09-21,priya.iyer738@hotmail.com,6033400274
2768,EMP14512,Kavya Qureshi,53.0,Male,Finance,Project Manager,Ahmedabad,MBA (Finance),27.0,134185,283356.0,1.5,Good,2023-01-17,kavya.qureshi7413@hotmail.com,3401531629
2769,EMP11345,Rajesh Qureshi,60.0,Other,Human Resources,Security Analyst,Jakarta,MBA,8.0,523074,436158.0,9.3,Poor,2010-05-18,rajesh.qureshi8071@outlook.com,3197858662
2770,EMP14134,Pedro Mirza,42.0,Male,Procurement,Project Manager,Muscat,B.Tech.,31.0,538905,428862.0,2.0,Average,2021-07-14,pedro.mirza2379@outlook.com,1643654537
2771,EMP13584,Isabella Pillai,41.0,Female,Admin,Cloud Architect,Doha,post graduate,20.0,403073,368745.0,2.9,Bad,2019-05-03,isabella.pillai2201@hotmail.com,7965020217
2772,EMP12083,Aarav Ramirez,44.0,Female,R&D,Intern,Melbourne,BE,22.0,250505,82523.0,3.6,Good,2013-04-30,aarav.ramirez385@gmail.com,2918793417
2773,EMP11606,Ana Zhang,50.0,Other,Sales,Cloud Architect,Philadelphia,B.Arch,6.0,791047,74850.0,5.2,Average,2011-06-04,ana.zhang6099@outlook.com,5770662471
2774,EMP11291,Rahul Reddy,29.0,Male,Procurement,Software Engineer,Los Angeles,B.Com,18.418565869927736,991853,247506.0,3.0,Good,2010-02-28,rahul.reddy4981@hotmail.com,6131356285
2775,EMP12830,Amanda Ansari,48.0,Other,Finance,Devops Engineer,Hong Kong,B.Tech.,2.0,711856,292161.0,5.2,Good,2016-04-26,amanda.ansari5202@yahoo.com,3971667705
2776,EMP10380,Jessica Bukhari,36.0,Male,Sales,Project Manager,Calgary,b.com,3.0,194080,61599.0,3.8,Excellent,2006-07-08,jessica.bukhari9077@outlook.com,9709736586
2777,EMP11445,Jose Ahmed,37.0,Female,Customer Support,Legal Counsel,Singapore,B.Tech.,20.0,878163,252406.0,4.3,Excellent,2010-10-11,jose.ahmed7796@company.org,7756255218
2778,EMP13318,Rajesh Yang,30.0,Male,Finance,Cloud Architect,Kuala Lumpur,b.com,9.0,832660,486098.0,9.6,Average,2018-04-09,rajesh.yang6083@outlook.com,0393794656
2779,EMP14602,Sarah Menon,61.0,Female,Sales,Security Analyst,Los Angeles,MBA,3.0,618556,44791.0,9.1,Excellent,2023-05-29,sarah.menon4988@yahoo.com,6413505500
2780,EMP13473,David Huang,27.0,Other,Procurement,Product Manager,Bristol,PhD,26.0,347349,9999999999.0,6.4,Poor,2018-11-21,david.huang9434@hotmail.com,8794575436
2781,EMP14445,Nadia Bukhari,22.0,Male,Operations,Director,Phoenix,diploma,32.0,925304,351881.0,3.7,Good,2022-10-12,nadia.bukhari4199@hotmail.com,2551070611
2782,EMP14690,Isabella Patel,24.0,Female,Customer Support,Security Analyst,Perth,BCA,9.0,932103,179036.0,9.8,Good,2023-10-05,isabella.patel6531@hotmail.com,9075674012
2783,EMP10183,Zhang Hashmi,33.0,Female,Sales,Hr Manager,London,llb,27.0,972513,421364.0,4.7,Excellent,2005-09-23,zhang.hashmi2706@hotmail.com,3370043674
2784,EMP13988,Rania Shah,38.0,Other,Legal,Procurement Manager,Liverpool,MBA (HR),37.0,750083,263061.0,7.7,Good,2020-12-13,rania.shah2452@yahoo.com,6084876615
2785,EMP14890,Sara Nair,22.0,Male,Procurement,Procurement Manager,Kuala Lumpur,post graduate,1.0,925983,409913.0,6.9,Good,2024-07-23,sara.nair6732@hotmail.com,0757369236
2786,EMP14377,Liam Farooq,50.0,Other,Logistics,Team Lead,Perth,M.Com,37.0,331652,123024.0,2.8,Average,2022-07-04,liam.farooq8666@hotmail.com,5417023606
2787,EMP12631,Hassan Miller,30.0,Male,Marketing,Team Lead,Birmingham,BTECH,35.0,62920,201487.0,6.3,Good,2015-07-10,hassan.miller3169@hotmail.com,5586077598
2788,EMP13981,Meena Hassan,53.0,Female,Engineering,Scrum Master,Chicago,BSc,30.0,299252,12000.0,7.9,Poor,2020-12-03,meena.hassan6743@gmail.com,6436551646
2789,EMP13181,Jose Baig,32.0,Other,Operations,Devops Engineer,Kuala Lumpur,MCA,5.0,273699,44113.0,2.6,Good,2017-09-21,jose.baig2839@gmail.com,0082707028
2790,EMP13812,Michael Rodriguez,41.0,Male,Marketing,Hr Manager,Jaipur,Ph.D,12.0,249955,21099.0,7.3,Excellent,2020-03-31,michael.rodriguez8229@outlook.com,8031917002
2791,EMP13449,Emma Thompson,56.0,Other,Marketing,Legal Counsel,Riyadh,LLB,7.0,778949,271441.0,8.2,Average,2018-10-17,emma.thompson8028@outlook.com,5048535183
2792,EMP11692,Sneha Ibrahim,45.0,Other,Logistics,Vp,Sheffield,post graduate,13.0,47143,202402.0,4.3,Good,2011-10-07,sneha.ibrahim4747@hotmail.com,7364812528
2793,EMP11718,Nour Pillai,27.0,Male,Customer Support,Qa Engineer,Ottawa,BSc,12.0,991990,12000.0,7.3,Bad,2011-11-14,nour.pillai9386@company.org,6648332640
2794,EMP13697,Oliver Chaudhry,44.0,Female,Finance,Sales Executive,Kuala Lumpur,bba,30.0,690336,191261.0,8.0,Good,2019-10-15,oliver.chaudhry5691@gmail.com,7824711241
2795,EMP14749,Amit Malik,35.0,Female,R&D,Scrum Master,Melbourne,mba,2.0,619350,87266.0,9.2,Poor,2023-12-30,amit.malik6571@company.org,0083708273
2796,EMP14538,Sneha Akhtar,52.0,Female,Legal,Team Lead,Manila,DIPLOMA,10.0,902744,121346.0,9.7,Good,2023-02-24,sneha.akhtar5289@gmail.com,5169725237
2797,EMP10698,John Reddy,23.0,Female,Finance,Procurement Manager,Liverpool,B.Tech,19.0,501426,470132.0,9.3,Good,2007-10-16,john.reddy5102@gmail.com,4920529770
2798,EMP11333,Ali Verma,42.0,Other,Finance,Devops Engineer,Mumbai,MBA,37.0,964562,74886.0,8.2,Good,2010-05-01,ali.verma6773@outlook.com,8821823442
2799,EMP13488,Sara Das,59.0,Male,Quality,Senior Developer,Melbourne,PHD,10.0,456328,325306.0,4.4,Average,2018-12-13,sara.das4063@company.org,5763817252
2800,EMP10373,Emily Hussain,52.0,Male,Procurement,Procurement Manager,Leeds,MBBS,28.0,821048,37387.0,3.1,Poor,2006-06-28,emily.hussain5894@hotmail.com,8646309576
